user_id,age,employment_type,monthly_income,monthly_expenses,monthly_savings,education_loan,personal_loan,home_loan,vehicle_loan,credit_card_due,total_loans,investment_stocks,investment_crypto,investment_commodities,investment_bonds,credit_score,emergency_fund_months,debt_to_income_ratio,financial_health_score,risk_category
U504316,29,Student,17593,14558,3035,54642,30162,0,0,1391,84804,4252,6044,8228,33598,768,2,0.4,43.0,Medium
U504317,24,Student,18460,14852,3608,56884,7056,0,0,106,63940,19754,5130,9518,24416,663,0,0.29,37.0,High
U504318,30,Self-Employed,156589,71228,17396,184657,1039567,883936,308322,34127,2416482,67788,87044,23082,738856,665,9,1.29,51.0,Medium
U504319,29,Student,6398,3796,2602,27968,6777,0,0,961,34745,793,2594,2213,9587,433,10,0.45,51.0,Medium
U504320,59,Salaried,121621,91045,15320,559144,918357,1357345,376873,4953,3211719,222767,254480,21895,1029976,352,0,2.2,29.0,High
U504321,22,Student,6886,4911,1975,5140,9436,0,0,1042,14576,4882,2077,2872,4975,311,8,0.18,38.0,High
U504322,26,Salaried,45313,31063,12806,135539,202254,2027557,266441,10299,2631791,152227,72131,90857,143193,448,4,4.84,43.0,Medium
U504323,44,Salaried,247566,185423,72413,39036,1661198,9497510,2228871,69825,13426615,260495,214260,222112,462568,352,6,4.52,39.0,High
U504324,37,Salaried,242677,102517,72021,1079237,1207570,4300778,1252056,49635,7839641,594766,427886,227730,1541990,758,3,2.69,56.0,Medium
U504325,42,Salaried,74762,54461,10213,1642,389412,919861,149719,28034,1460634,162002,51487,61614,373916,606,4,1.63,44.0,Medium
U504326,43,Salaried,124787,66503,15994,40796,397082,1856961,531658,21768,2826497,106363,71019,74493,289396,554,8,1.89,44.0,Medium
U504327,33,Self-Employed,68357,34002,23046,364033,106811,3059934,1157382,17390,4688160,138788,47891,10221,356437,440,2,5.72,40.0,Medium
U504328,28,Student,17467,9856,7611,86625,7610,0,0,1632,94235,7925,7625,9992,36855,639,8,0.45,58.0,Medium
U504329,50,Business,184113,96206,61141,281887,1426668,2346823,47441,82829,4102819,51187,117488,133564,407331,771,1,1.86,48.0,Medium
U504330,47,Self-Employed,123851,75312,32990,504929,130619,570480,904326,47439,2110354,103883,122050,9808,1335296,604,6,1.42,55.0,Medium
U504331,31,Salaried,100571,50927,31969,68603,907026,3913584,1209520,8064,6098733,105645,14437,90471,389552,390,10,5.05,49.0,Medium
U504332,22,Salaried,248475,99552,43291,718527,2083186,10376543,3043475,7643,16221731,113704,335925,365761,1668401,741,5,5.44,53.0,Medium
U504333,28,Student,5600,4297,1303,13931,2588,0,0,1043,16519,1871,2210,266,15726,523,4,0.25,39.0,High
U504334,24,Salaried,122440,57565,41352,483052,131215,2046017,1189353,4164,3849637,46264,134937,117480,484893,602,2,2.62,45.0,Medium
U504335,54,Salaried,170782,77366,30790,803870,1598756,5997858,18624,24074,8419108,151506,229486,184669,959282,472,11,4.11,52.0,Medium
U504336,32,Business,29892,16498,10148,176952,187273,706171,48496,3506,1118892,1263,35233,2086,149117,740,0,3.12,48.0,Medium
U504337,22,Student,18995,15157,3838,104866,38478,0,0,1941,143344,1786,10075,7463,44542,582,4,0.63,41.0,Medium
U504338,31,Business,177095,94408,22649,403280,744534,7584195,203743,79231,8935752,77772,90102,90509,301377,377,6,4.2,33.0,High
U504339,51,Self-Employed,248475,106747,80741,6961,1142211,11866205,1694189,36427,14709566,92951,68383,38323,444215,361,7,4.93,40.0,Medium
U504340,57,Salaried,110586,58637,11196,33164,793370,3027246,1292517,49678,5146297,223280,141241,587,460987,353,4,3.88,31.0,High
U504341,44,Business,27551,17709,8307,790,210005,192710,237436,2945,640941,15019,30804,3488,184511,793,10,1.94,67.0,Medium
U504342,54,Self-Employed,51241,23645,13537,155045,240716,2091684,825680,8666,3313125,68251,38799,2538,91057,408,6,5.39,39.0,High
U504343,37,Salaried,31732,22572,7717,138003,296491,469975,54071,4604,958540,15835,11401,374,50467,460,4,2.52,36.0,High
U504344,30,Student,13377,8162,5215,465,16825,0,0,1302,17290,760,54,546,1719,718,1,0.11,45.0,Medium
U504345,55,Self-Employed,134351,99656,27464,427444,192678,5712249,2041503,45717,8373874,305349,180873,115733,425638,344,7,5.19,39.0,High
U504346,24,Self-Employed,74200,35476,16425,29859,467948,281150,156541,34253,935498,276636,24034,72959,390259,531,0,1.05,38.0,High
U504347,21,Student,6636,5376,1260,28824,14572,0,0,249,43396,4574,482,2300,9732,672,3,0.54,41.0,Medium
U504348,19,Student,10957,8431,2526,63258,8288,0,0,725,71546,11420,2929,4643,18593,572,8,0.54,48.0,Medium
U504349,33,Salaried,213530,152091,36460,327360,1822132,9188211,2081258,50583,13418961,436128,540936,499604,1317979,461,9,5.24,51.0,Medium
U504350,38,Salaried,70562,40009,10425,3972,15543,2531168,916864,9308,3467547,323222,35676,58629,393494,492,1,4.1,37.0,High
U504351,49,Business,57608,33951,13249,173695,19204,1456535,390485,20179,2039919,244059,144535,3665,380146,555,10,2.95,59.0,Medium
U504352,29,Salaried,186301,122006,39738,390823,1317476,2783543,900662,64529,5392504,570178,50959,23454,1787054,352,5,2.41,41.0,Medium
U504353,35,Salaried,161776,114661,23783,46687,58653,6672831,324537,5793,7102708,741152,93527,367675,668680,662,11,3.66,60.0,Medium
U504354,30,Self-Employed,46794,31968,14853,173755,111419,1538780,546314,5497,2370268,77084,2976,26745,119706,336,11,4.22,47.0,Medium
U504355,58,Self-Employed,94051,55663,14740,247796,900528,1862824,120871,42306,3132019,144939,27475,48222,355320,710,7,2.78,51.0,Medium
U504356,40,Self-Employed,72378,31938,22391,358712,126161,781235,779923,20996,2046031,166859,90525,111489,623858,804,11,2.36,74.0,Low
U504357,59,Self-Employed,49478,27522,7063,117455,58245,2290637,472654,3334,2938991,96792,33736,24559,150259,493,1,4.95,32.0,High
U504358,30,Student,5717,3782,1935,106,1549,0,0,343,1655,4322,294,2716,9043,707,10,0.02,60.0,Medium
U504359,38,Self-Employed,149954,66270,46806,456839,123503,2146095,545920,62074,3272357,396805,27664,137827,562210,316,9,1.82,45.0,Medium
U504360,30,Business,31140,13097,7305,126308,8492,1426120,459592,5139,2020512,56614,4021,30799,100251,592,3,5.41,43.0,Medium
U504361,41,Self-Employed,124101,85999,17291,728582,291413,5584410,461105,12819,7065510,319166,168352,208835,372537,603,1,4.74,39.0,High
U504362,38,Self-Employed,122274,81568,41572,147677,442959,4491202,1739171,54291,6821009,125822,51749,19742,548789,673,11,4.65,63.0,Medium
U504363,48,Business,151122,66778,37199,518423,239166,147410,2342136,48231,3247135,245723,361472,304253,967020,573,1,1.79,44.0,Medium
U504364,57,Salaried,235631,95097,32110,873214,2143706,7031152,205671,56578,10253743,106562,477643,540891,1629051,410,7,3.63,43.0,Medium
U504365,26,Business,176282,100711,29750,719586,1687580,4124861,2048533,40570,8580560,55497,30456,35975,301739,300,8,4.06,34.0,High
U504366,25,Student,10044,8249,1795,15804,15350,0,0,2006,31154,10522,4105,1861,15184,403,8,0.26,39.0,High
U504367,27,Student,16505,8484,8021,35965,29694,0,0,315,65659,741,1460,1041,8951,760,5,0.33,57.0,Medium
U504368,22,Salaried,151792,64362,18912,627184,275071,714091,1371142,44859,2987488,453850,213322,124779,826815,837,2,1.64,51.0,Medium
U504369,35,Self-Employed,115368,49371,31199,536849,976645,3677992,188817,55654,5380303,263049,47107,39797,406060,326,10,3.89,45.0,Medium
U504370,38,Salaried,35008,17780,7405,6593,313353,878518,66295,11528,1264759,6018,21274,9336,167329,636,0,3.01,38.0,High
U504371,36,Business,231212,118582,73566,1128394,943960,9200515,2734745,100239,14007614,722902,16530,164866,1105380,794,0,5.05,51.0,Medium
U504372,27,Self-Employed,60017,34590,13996,303702,9069,331919,289980,22235,934670,8182,124629,77234,486340,675,3,1.3,51.0,Medium
U504373,55,Salaried,155668,112797,39441,153671,1124621,6870046,1787447,33718,9935785,408166,163741,189654,726492,314,5,5.32,38.0,High
U504374,44,Business,197331,88751,35235,424186,786532,3163909,734852,33857,5109479,90033,252927,115690,1297686,403,11,2.16,49.0,Medium
U504375,23,Business,146169,96722,49308,417464,532683,2675744,558867,25359,4184758,51744,319256,57675,1663559,767,5,2.39,64.0,Medium
U504376,53,Self-Employed,226278,165899,57975,1260514,1635713,10016235,2310584,39950,15223046,574196,21011,197021,885975,766,5,5.61,55.0,Medium
U504377,32,Self-Employed,38829,25929,4505,157512,110311,1173179,443197,17034,1884199,86081,29405,28530,208771,714,10,4.04,58.0,Medium
U504378,19,Student,14549,8913,5636,90085,114,0,0,98,90199,2433,786,1956,7297,843,8,0.52,62.0,Medium
U504379,37,Self-Employed,127646,71085,17777,518886,788490,5357329,1956049,20142,8620754,714560,99675,18006,963831,719,6,5.63,56.0,Medium
U504380,20,Student,6265,3971,2294,11068,11015,0,0,937,22083,5180,4063,3485,9330,399,5,0.29,41.0,Medium
U504381,42,Business,98822,73071,20143,496401,913819,1011672,1439318,25718,3861210,85833,44678,20118,199801,325,0,3.26,23.0,High
U504382,39,Self-Employed,178391,95226,27516,259602,1031810,1722886,1177903,83391,4192201,208401,72087,30192,601306,609,4,1.96,41.0,Medium
U504383,46,Salaried,58204,28303,12729,304710,307138,412918,350787,12942,1375553,119342,88773,121630,376235,367,3,1.97,38.0,High
U504384,27,Salaried,89113,43041,11564,53786,590609,3659792,941709,7985,5245896,5152,22762,5739,333189,623,6,4.91,44.0,Medium
U504385,24,Salaried,179921,109274,26829,663380,52770,3550350,1975931,8803,6242431,18576,286345,154833,1159516,564,3,2.89,41.0,Medium
U504386,51,Self-Employed,55201,38945,7942,141440,7212,1108083,30722,25677,1287457,126833,135591,91174,382243,681,7,1.94,56.0,Medium
U504387,38,Self-Employed,76388,33802,24273,207398,200032,2768868,94717,17219,3271015,209525,68658,112945,298821,838,0,3.57,53.0,Medium
U504388,55,Self-Employed,174201,91397,37147,264764,1509799,7118393,2680816,54918,11573772,137263,157961,128907,1135097,572,3,5.54,43.0,Medium
U504389,22,Self-Employed,47244,30860,8664,107401,273131,2245627,25054,12804,2651213,8964,33876,51127,235936,324,6,4.68,36.0,High
U504390,51,Salaried,58929,36117,9436,277067,541366,558992,337685,13219,1715110,82857,59743,25253,217778,315,1,2.43,26.0,High
U504391,28,Salaried,39580,24169,13091,134125,12983,240736,611988,11680,999832,27924,62127,19679,305136,507,5,2.11,50.0,Medium
U504392,35,Business,211449,87297,48052,646831,1774547,8259659,801464,100200,11482501,751384,455565,104307,1700310,525,10,4.53,58.0,Medium
U504393,24,Salaried,69398,41820,10544,62865,350279,2331516,168305,28473,2912965,9747,37221,6251,212066,549,0,3.5,31.0,High
U504394,41,Self-Employed,48517,31965,13146,201400,2549,1957927,767813,20836,2929689,55976,36643,42798,124738,400,8,5.03,44.0,Medium
U504395,53,Salaried,228419,109030,57456,1344260,404134,4412452,231088,89449,6391934,274260,535746,485439,1625404,783,1,2.33,53.0,Medium
U504396,53,Self-Employed,115852,72303,11761,620557,14663,2419085,47264,57816,3101569,47771,3434,186801,726697,794,6,2.23,53.0,Medium
U504397,33,Salaried,172630,111787,49111,861138,707480,1630812,2923354,39048,6122784,199706,106978,62550,1293402,798,5,2.96,59.0,Medium
U504398,28,Student,6484,4808,1676,25764,9941,0,0,1287,35705,106,162,204,595,533,8,0.46,44.0,Medium
U504399,30,Salaried,71699,52202,12414,89902,390267,2852176,208990,4847,3541335,164617,70121,67442,234643,323,5,4.12,34.0,High
U504400,25,Student,13687,8681,5006,6560,3284,0,0,650,9844,793,349,331,7251,650,0,0.06,40.0,Medium
U504401,23,Student,11624,6726,4898,16718,25461,0,0,1182,42179,11519,5713,1201,10775,773,7,0.3,60.0,Medium
U504402,26,Student,10711,7823,2888,68608,22336,0,0,940,90944,539,1517,2557,10181,814,2,0.71,47.0,Medium
U504403,40,Salaried,215467,130330,58988,210904,21305,3803782,2745554,69710,6781545,257437,6256,123191,315699,383,9,2.62,43.0,Medium
U504404,21,Student,5500,3949,1551,29796,5952,0,0,417,35748,292,134,243,736,665,10,0.54,54.0,Medium
U504405,44,Salaried,204974,99210,35219,678501,304138,5510007,2587447,49887,9080093,416983,168884,93870,1962605,570,5,3.69,49.0,Medium
U504406,59,Business,26102,16222,4266,82521,87846,795556,97528,10464,1063451,29765,16087,3345,237859,770,3,3.4,52.0,Medium
U504407,18,Student,19092,11115,7977,84661,18951,0,0,1572,103612,62,911,2503,13287,818,9,0.45,64.0,Medium
U504408,48,Self-Employed,242524,130963,32638,687282,294270,9077798,1034485,109544,11093835,906168,443435,344346,1435127,404,8,3.81,45.0,Medium
U504409,26,Business,205853,83148,37308,23551,1901678,2643931,2599893,12277,7169053,298716,332129,21381,1153490,614,8,2.9,52.0,Medium
U504410,52,Business,168718,73953,49372,378964,55656,5910272,1111123,1350,7456015,625288,38510,267106,1238855,331,10,3.68,51.0,Medium
U504411,19,Student,7902,4575,3327,21738,14701,0,0,1083,36439,1474,155,153,4610,617,7,0.38,52.0,Medium
U504412,53,Salaried,182108,87495,56166,265612,68176,8589597,1475095,41832,10398480,699771,101890,408081,1068470,624,5,4.76,55.0,Medium
U504413,51,Salaried,233917,174032,64321,570481,382726,6002501,4106696,66418,11062404,344460,139407,168997,908650,489,6,3.94,45.0,Medium
U504414,32,Salaried,106313,52481,20556,232535,726065,670311,1226355,46527,2855266,373241,214847,183695,404627,780,1,2.24,50.0,Medium
U504415,35,Salaried,135981,78693,19376,79430,560838,1002718,384342,13187,2027328,94016,8985,16868,347635,392,10,1.24,41.0,Medium
U504416,22,Student,16199,11911,4288,44291,33565,0,0,1164,77856,4364,3223,4927,12296,676,10,0.4,55.0,Medium
U504417,32,Self-Employed,215149,146976,27457,437596,1613326,6234389,1419856,104859,9705167,469484,243056,8590,2087855,826,1,3.76,51.0,Medium
U504418,58,Salaried,173572,89858,45610,551323,1356661,7059710,2714430,85630,11682124,500463,54225,241080,866314,307,1,5.61,31.0,High
U504419,26,Student,12278,8763,3515,44066,14093,0,0,897,58159,2459,4715,5772,21457,693,6,0.39,51.0,Medium
U504420,26,Self-Employed,64086,26671,9869,248551,19121,1871150,368836,20568,2507658,128770,153910,22282,560129,332,8,3.26,44.0,Medium
U504421,34,Self-Employed,153261,88482,46202,507437,217948,3029998,470872,10994,4226255,570587,85880,58993,1237857,358,8,2.3,49.0,Medium
U504422,55,Business,64395,32878,10543,61139,158370,1460457,421794,9426,2101760,143066,88448,103162,182010,595,5,2.72,45.0,Medium
U504423,29,Self-Employed,132395,68974,43696,541567,263970,5444105,2163930,58282,8413572,79590,43023,45983,441686,452,2,5.3,37.0,High
U504424,26,Student,17632,13704,3928,31109,12496,0,0,2891,43605,8082,2150,2381,35583,778,1,0.21,44.0,Medium
U504425,28,Salaried,196175,131125,19661,478127,524317,4891016,1535797,91107,7429257,409055,32157,22370,1186890,718,4,3.16,47.0,Medium
U504426,18,Student,18603,10807,7796,46206,43018,0,0,1218,89224,1602,917,461,1973,579,1,0.4,40.0,Medium
U504427,32,Business,204024,91911,46648,1124188,1870735,2278047,830294,54252,6103264,63850,267199,128070,1344595,653,7,2.49,54.0,Medium
U504428,34,Salaried,174678,109104,24342,802000,181411,4019790,1811466,65662,6814667,224943,2036,56746,900432,577,8,3.25,48.0,Medium
U504429,19,Student,10929,6457,4472,52984,15200,0,0,23,68184,4035,1944,1455,3276,814,11,0.52,67.0,Medium
U504430,21,Student,6362,3943,2419,29590,12306,0,0,999,41896,5874,763,522,7914,783,3,0.55,53.0,Medium
U504431,43,Salaried,32671,23753,6394,116385,16261,40106,285257,3522,458009,150584,44783,47856,156349,796,3,1.17,55.0,Medium
U504432,23,Student,11310,7986,3324,11346,1429,0,0,2165,12775,3760,797,1942,7350,547,9,0.09,49.0,Medium
U504433,31,Self-Employed,23909,15960,8286,78629,30432,775441,272395,1613,1156897,46633,26856,31625,53551,548,3,4.03,45.0,Medium
U504434,28,Student,15977,10244,5733,89287,26312,0,0,2419,115599,3566,1736,1097,9447,743,10,0.6,61.0,Medium
U504435,42,Self-Employed,164758,86315,17056,689948,1466479,7279726,2818985,29901,12255138,416763,121504,181572,472539,505,4,6.2,37.0,High
U504436,32,Salaried,91724,36970,18242,175468,547343,2263280,67896,13638,3053987,341604,132716,25825,411099,456,1,2.77,36.0,High
U504437,44,Salaried,126444,51332,43792,445364,238924,5366375,2059292,8744,8109955,193440,116525,252666,796679,671,6,5.34,59.0,Medium
U504438,24,Self-Employed,164347,120808,25259,695792,1018360,7710451,2514489,51945,11939092,301000,185918,26452,1613316,828,11,6.05,69.0,Medium
U504439,25,Salaried,143760,71107,46849,453027,1176431,1051530,870781,55485,3551769,297926,113859,66879,271838,743,9,2.06,61.0,Medium
U504440,26,Student,5639,4167,1472,13300,3231,0,0,1010,16531,4401,1472,2587,5049,511,10,0.24,49.0,Medium
U504441,24,Salaried,204058,114599,59238,565460,1117586,9289517,2810308,45025,13782871,219501,70015,8880,1678515,735,1,5.63,50.0,Medium
U504442,57,Self-Employed,82985,50313,9677,317003,510854,686926,1149200,3743,2663983,424505,204058,21784,472644,799,1,2.68,50.0,Medium
U504443,24,Student,18994,14908,4086,96033,3837,0,0,3739,99870,8463,2797,4979,13232,804,5,0.44,50.0,Medium
U504444,28,Business,55157,25478,16534,95267,52897,831484,258820,9930,1238468,48593,21665,53746,224041,460,2,1.87,38.0,High
U504445,50,Salaried,125533,52411,21576,419934,1001301,3113729,626596,16773,5161560,628439,392,15969,1159773,670,7,3.43,57.0,Medium
U504446,58,Salaried,201441,115950,54800,534847,942457,5964373,3514723,38356,10956400,727786,270866,201941,1274782,570,7,4.53,55.0,Medium
U504447,54,Salaried,198234,120821,42832,1111240,314872,1627989,726379,23303,3780480,360528,127140,342240,1588405,498,7,1.59,50.0,Medium
U504448,54,Self-Employed,73028,47634,16574,177648,336023,205819,631055,15806,1350545,4558,10196,25750,414147,643,11,1.54,58.0,Medium
U504449,57,Salaried,54130,30042,11838,123372,269061,2296371,44420,8551,2733224,125313,47735,142156,431757,409,5,4.21,44.0,Medium
U504450,59,Business,209628,140287,69262,339153,1124016,3227469,437152,8650,5127790,507256,136138,279919,688332,372,0,2.04,33.0,High
U504451,54,Self-Employed,67798,40219,23170,248587,232536,636990,699056,7337,1817169,94479,10793,211,168887,370,7,2.23,42.0,Medium
U504452,32,Salaried,231278,172957,51634,331672,1496324,8260460,2937692,59472,13026148,20077,152471,107073,607295,833,2,4.69,49.0,Medium
U504453,18,Student,5947,3884,2063,15526,1521,0,0,953,17047,3902,554,1256,9973,733,11,0.24,63.0,Medium
U504454,37,Self-Employed,190845,133315,62502,923886,691971,3614917,589257,52408,5820031,199107,7262,6640,623633,605,6,2.54,50.0,Medium
U504455,22,Student,8757,5612,3145,57101,3353,0,0,1566,60454,39,123,47,420,538,6,0.58,45.0,Medium
U504456,36,Self-Employed,66396,31662,16393,276914,30641,1155825,34046,29336,1497426,1807,32806,421,213964,592,8,1.88,49.0,Medium
U504457,27,Self-Employed,166245,123101,35454,996577,1357304,1808359,2201521,39486,6363761,8125,396395,121878,1534535,579,5,3.19,50.0,Medium
U504458,41,Business,145772,70513,25321,77404,93920,4447708,1377287,71815,5996319,140048,140410,263435,1145965,513,10,3.43,54.0,Medium
U504459,30,Student,7340,4473,2867,30062,5267,0,0,1152,35329,1175,1389,1273,6341,306,9,0.4,42.0,Medium
U504460,52,Salaried,153782,108886,19358,339133,1263495,5732738,2710598,71724,10045964,13867,305282,136858,1674008,399,5,5.44,41.0,Medium
U504461,30,Student,17181,9206,7975,46508,23079,0,0,2169,69587,4898,1660,3164,7981,426,11,0.34,53.0,Medium
U504462,39,Self-Employed,121049,55768,25589,505230,1071069,735910,2106667,44303,4418876,42374,1727,45361,786886,367,9,3.04,44.0,Medium
U504463,38,Business,132840,79608,32359,769045,139113,4522323,1569540,59520,7000021,83493,92981,48223,612501,311,1,4.39,28.0,High
U504464,40,Self-Employed,143604,91294,44547,431227,1277107,4367023,949621,28351,7024978,322796,156953,132973,607879,471,9,4.08,52.0,Medium
U504465,48,Salaried,62279,31965,20490,269500,359708,2361114,871953,27580,3862275,28916,60985,106056,414526,733,9,5.17,65.0,Medium
U504466,48,Salaried,85205,58150,16883,497064,8849,1446819,575128,6605,2527860,64402,73950,4743,324791,781,6,2.47,54.0,Medium
U504467,54,Salaried,89388,64536,10470,362117,690188,776194,1558207,11075,3386706,98543,20776,6927,128033,525,9,3.16,43.0,Medium
U504468,41,Self-Employed,44421,23785,9210,157221,357490,1933697,284737,4589,2733145,61060,13300,9940,379772,344,10,5.13,47.0,Medium
U504469,53,Business,46431,20821,8619,156707,42431,982880,501617,10360,1683635,2273,25899,10554,136488,797,11,3.02,61.0,Medium
U504470,38,Salaried,137617,80855,19274,271329,555381,5576422,1847814,11786,8250946,81275,6391,9791,748894,397,8,5.0,40.0,Medium
U504471,35,Salaried,102312,42603,19241,244539,700521,1818121,1498857,37456,4262038,141414,65372,204673,893850,806,6,3.47,60.0,Medium
U504472,37,Self-Employed,58569,43405,15008,15849,362353,2020883,900491,14836,3299576,122644,104108,129160,445937,838,6,4.69,65.0,Medium
U504473,48,Business,168451,72413,58689,762290,278582,3409757,1932386,79168,6383015,316471,194145,22477,997352,320,11,3.16,51.0,Medium
U504474,57,Business,227188,120652,46925,408100,974810,7262085,1690486,33666,10335481,956648,386620,156297,1342486,309,1,3.79,32.0,High
U504475,59,Business,130105,88005,41728,750839,227323,1784519,243841,6320,3006522,42415,145274,69430,500744,484,6,1.93,46.0,Medium
U504476,23,Salaried,57432,35365,9076,38787,176334,1683129,373097,11683,2271347,29884,1853,34205,173702,622,3,3.3,40.0,Medium
U504477,49,Business,53282,24675,15332,77080,1155,663633,778013,8547,1519881,5227,15879,3106,133122,814,11,2.38,64.0,Medium
U504478,42,Salaried,174286,99476,52227,318731,112436,7248510,2345264,64418,10024941,2064,28040,176971,929567,350,8,4.79,44.0,Medium
U504479,26,Salaried,145858,71212,33621,563092,1278072,4544343,1908292,30073,8293799,17006,73486,86560,401133,499,8,4.74,45.0,Medium
U504480,21,Student,13183,6946,6237,1549,23976,0,0,28,25525,2698,201,1385,3452,678,9,0.16,60.0,Medium
U504481,52,Salaried,144476,75997,40479,466904,381288,4079955,1148485,26335,6076632,76212,59538,110556,551943,412,10,3.5,48.0,Medium
U504482,29,Student,18061,9362,8699,19393,27982,0,0,2483,47375,19864,6455,8619,20228,736,5,0.22,58.0,Medium
U504483,25,Self-Employed,193399,94515,45732,428367,162594,7225253,1303206,51869,9119420,44731,309385,130770,1363764,649,2,3.93,46.0,Medium
U504484,22,Student,15494,8326,7168,3575,5956,0,0,1078,9531,5248,318,8393,39299,470,2,0.05,42.0,Medium
U504485,29,Salaried,45834,19706,12395,162797,311568,371545,196003,1268,1041913,5457,19323,20388,113590,627,5,1.89,47.0,Medium
U504486,52,Self-Employed,199354,115182,44656,1116646,396038,8151869,1410309,81064,11074862,32645,5532,110430,566177,545,2,4.63,37.0,High
U504487,28,Student,9560,7220,2340,14451,507,0,0,1889,14958,8556,3878,2368,10328,630,9,0.13,52.0,Medium
U504488,49,Business,57432,31490,8747,259478,234275,533228,310285,2431,1337266,206394,73567,4578,349227,488,5,1.94,43.0,Medium
U504489,47,Business,141394,57956,39722,615713,993278,5238937,2136292,16156,8984220,559173,154352,197492,685300,392,0,5.3,35.0,High
U504490,54,Salaried,27441,15735,3008,7584,174223,842339,45600,9846,1069746,9817,5709,2349,267430,446,8,3.25,44.0,Medium
U504491,35,Salaried,87686,51388,10236,7173,423451,1147783,702414,22786,2280821,179227,33601,103056,398404,730,4,2.17,48.0,Medium
U504492,35,Salaried,153171,91196,29923,558535,149262,6205467,705140,49766,7618404,506869,73887,121437,593217,427,6,4.14,41.0,Medium
U504493,53,Self-Employed,107583,48446,20794,60310,512388,2143878,1238607,16751,3955183,129553,79595,39026,951126,487,8,3.06,49.0,Medium
U504494,53,Salaried,56746,33576,13614,304411,101500,142945,217671,21727,766527,116174,87479,5089,258507,463,1,1.13,36.0,High
U504495,34,Business,199203,85520,33474,408703,967080,9241715,2339264,60399,12956762,672294,431746,201653,1269360,481,3,5.42,41.0,Medium
U504496,59,Business,143758,64336,33117,95688,752765,5534401,2114934,9838,8497788,1729,47754,16123,380945,604,8,4.93,49.0,Medium
U504497,20,Student,14787,10431,4356,32692,9682,0,0,1044,42374,4166,931,4714,37164,801,3,0.24,51.0,Medium
U504498,25,Salaried,65411,48196,8052,32916,521840,1153990,671464,16627,2380210,130431,101442,130514,327353,477,9,3.03,48.0,Medium
U504499,56,Business,59667,26830,12754,231709,216010,221668,580936,28091,1250323,27808,90897,86617,386133,332,3,1.75,34.0,High
U504500,55,Self-Employed,38065,18565,7751,184965,111030,817885,347554,15200,1461434,46712,60689,55387,356380,471,11,3.2,56.0,Medium
U504501,43,Business,47827,22258,9140,258626,307125,212966,669715,17040,1448432,138174,26682,55103,315654,812,9,2.52,64.0,Medium
U504502,35,Salaried,89214,66668,10606,7942,711591,3421157,1383130,16841,5523820,20810,28015,15153,179156,674,9,5.16,49.0,Medium
U504503,52,Business,132376,68244,34273,650698,529965,1551157,1843774,64095,4575594,75736,184405,218013,997812,495,3,2.88,44.0,Medium
U504504,26,Student,9453,6173,3280,67853,22224,0,0,1334,90077,6941,1717,3153,10126,355,7,0.79,40.0,Medium
U504505,53,Salaried,34521,18427,10733,158522,105201,1529352,43694,7587,1836769,67197,34290,13154,58674,592,0,4.43,39.0,High
U504506,23,Salaried,211084,85738,38696,411168,711994,5145190,475530,27685,6743882,269038,176056,178984,1067429,820,11,2.66,65.0,Medium
U504507,30,Student,17539,11895,5644,102548,8124,0,0,2693,110672,3015,3079,1549,9865,761,8,0.53,57.0,Medium
U504508,49,Self-Employed,233451,173136,70043,119871,159477,7124411,2628844,74127,10032603,201900,284519,289757,1661490,344,9,3.58,48.0,Medium
U504509,52,Self-Employed,196845,95062,22375,86785,290817,6272613,2469729,91342,9119944,162640,163562,415517,1702629,367,6,3.86,39.0,High
U504510,32,Business,40078,20757,4326,9695,173078,769238,604024,7657,1556035,13124,30584,12689,139659,727,5,3.24,46.0,Medium
U504511,30,Student,15176,9646,5530,64553,26366,0,0,2406,90919,6372,202,2319,11470,324,2,0.5,31.0,High
U504512,58,Salaried,197978,86568,30241,763949,1186906,1702795,359994,10255,4013644,753667,200908,172368,978089,514,4,1.69,42.0,Medium
U504513,48,Salaried,154253,91245,45880,729984,87040,4707045,1232606,43696,6756675,102151,110946,127775,1085205,739,10,3.65,65.0,Medium
U504514,46,Self-Employed,76550,55919,26707,14897,253692,1175133,376642,22694,1820364,403103,77581,81086,532354,425,9,1.98,57.0,Medium
U504515,53,Salaried,169904,115677,42153,164695,252359,2079547,2103666,55299,4600267,185424,51002,70934,252582,475,9,2.26,46.0,Medium
U504516,53,Salaried,160490,80531,19011,67262,840455,5800419,2068595,13964,8776731,118121,267099,182847,1275801,763,0,4.56,45.0,Medium
U504517,27,Student,15739,11002,4737,95443,10238,0,0,2340,105681,16975,1938,9720,22356,411,1,0.56,32.0,High
U504518,53,Business,23055,15015,3215,97756,36991,1050208,210793,10048,1395748,65169,49252,9096,144976,548,8,5.04,50.0,Medium
U504519,29,Student,17771,13464,4307,57860,23282,0,0,3315,81142,1259,7866,5898,28146,801,0,0.38,43.0,Medium
U504520,44,Business,105206,45417,17620,192212,528512,712027,840657,28543,2273408,261263,1341,152004,374926,699,7,1.8,53.0,Medium
U504521,42,Self-Employed,64717,33031,6765,384448,341062,1404342,963725,24709,3093577,351643,165575,52387,332240,734,6,3.98,55.0,Medium
U504522,22,Salaried,219614,96183,26778,1007100,1837174,3850712,3097595,26042,9792581,635612,249444,99558,722105,621,9,3.72,51.0,Medium
U504523,45,Salaried,158705,92068,32462,437286,1417221,281905,1806167,58180,3942579,354861,105703,160243,1490575,594,11,2.07,61.0,Medium
